Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E0,28/08/1993,West Ham,QPR,0,4,A,,,,,,,,,,,,,,,,,,,,,
E0,29/08/1993,Newcastle,Blackburn,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,30/08/1993,Leeds,Oldham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,31/08/1993,Everton,Aston Villa,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,31/08/1993,Ipswich,Newcastle,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,31/08/1993,Wimbledon,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,01/09/1993,Blackburn,Arsenal,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,01/09/1993,Coventry,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,01/09/1993,Man United,West Ham,3,0,H,,,,,,,,,,,,,,,,,,,,,
E0,01/09/1993,QPR,Sheffield United,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,01/09/1993,Sheffield Weds,Norwich,3,3,D,,,,,,,,,,,,,,,,,,,,,
E0,01/09/1993,Swindon,Man City,1,3,A,,,,,,,,,,,,,,,,,,,,,
E0,01/09/1993,Tottenham,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1993,Arsenal,Ipswich,4,0,H,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1993,Aston Villa,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1993,Chelsea,Man United,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1993,Man City,QPR,3,0,H,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1993,Norwich,Wimbledon,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1993,Oldham,Everton,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1993,Sheffield United,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1993,Southampton,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,11/09/1993,West Ham,Swindon,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,12/09/1993,Liverpool,Blackburn,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,13/09/1993,Newcastle,Sheffield Weds,4,2,H,,,,,,,,,,,,,,,,,,,,,
E0,18/09/1993,Blackburn,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,18/09/1993,Coventry,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,18/09/1993,Everton,Liverpool,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,18/09/1993,Ipswich,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,18/09/1993,Leeds,Sheffield United,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,18/09/1993,QPR,Norwich,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,18/09/1993,Sheffield Weds,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,18/09/1993,Swindon,Newcastle,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,18/09/1993,Tottenham,Oldham,5,0,H,,,,,,,,,,,,,,,,,,,,,
E0,19/09/1993,Man United,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,20/09/1993,Wimbledon,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1993,Arsenal,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1993,Blackburn,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1993,Chelsea,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1993,Coventry,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1993,Everton,Norwich,1,5,A,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1993,Man United,Swindon,4,2,H,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1993,Newcastle,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1993,Oldham,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,25/09/1993,Sheffield United,Man City,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,26/09/1993,Ipswich,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,27/09/1993,Wimbledon,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1993,Aston Villa,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1993,Leeds,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1993,Liverpool,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1993,Norwich,Coventry,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1993,QPR,Ipswich,3,0,H,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1993,Sheffield Weds,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1993,Southampton,Sheffield United,3,3,D,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1993,Swindon,Blackburn,1,3,A,,,,,,,,,,,,,,,,,,,,,
E0,02/10/1993,West Ham,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,03/10/1993,Tottenham,Everton,3,2,H,,,,,,,,,,,,,,,,,,,,,
E0,04/10/1993,Man City,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1993,Arsenal,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1993,Chelsea,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1993,Coventry,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1993,Liverpool,Oldham,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1993,Man United,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1993,Newcastle,QPR,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1993,Sheffield Weds,Wimbledon,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1993,Swindon,Everton,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,16/10/1993,West Ham,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,17/10/1993,Ipswich,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,18/10/1993,Blackburn,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,23/10/1993,Aston Villa,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,23/10/1993,Everton,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,23/10/1993,Leeds,Blackburn,3,3,D,,,,,,,,,,,,,,,,,,,,,
E0,23/10/1993,Man City,Liverpool,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,23/10/1993,Norwich,West Ham,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,23/10/1993,Oldham,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,23/10/1993,QPR,Coventry,5,1,H,,,,,,,,,,,,,,,,,,,,,
E0,23/10/1993,Sheffield United,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,23/10/1993,Tottenham,Swindon,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,24/10/1993,Southampton,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,25/10/1993,Wimbledon,Ipswich,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1993,Arsenal,Norwich,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1993,Blackburn,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1993,Chelsea,Oldham,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1993,Ipswich,Everton,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1993,Liverpool,Southampton,4,2,H,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1993,Man United,QPR,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1993,Newcastle,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1993,Sheffield Weds,Leeds,3,3,D,,,,,,,,,,,,,,,,,,,,,
E0,30/10/1993,Swindon,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,31/10/1993,Coventry,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,01/11/1993,West Ham,Man City,3,1,H,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1993,Arsenal,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1993,Coventry,Everton,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1993,Ipswich,Sheffield Weds,1,4,A,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1993,Leeds,Chelsea,4,1,H,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1993,Liverpool,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1993,QPR,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1993,Sheffield United,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1993,Southampton,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,06/11/1993,Wimbledon,Swindon,3,0,H,,,,,,,,,,,,,,,,,,,,,
E0,07/11/1993,Man City,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,
E0,08/11/1993,Oldham,Newcastle,1,3,A,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,Aston Villa,Sheffield United,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,Blackburn,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,Chelsea,Arsenal,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,Everton,QPR,0,3,A,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,Man United,Wimbledon,3,1,H,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,Norwich,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,Sheffield Weds,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,Swindon,Ipswich,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,Tottenham,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,20/11/1993,West Ham,Oldham,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,21/11/1993,Newcastle,Liverpool,3,0,H,,,,,,,,,,,,,,,,,,,,,
E0,22/11/1993,Chelsea,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,23/11/1993,Blackburn,Coventry,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,23/11/1993,Everton,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,24/11/1993,Aston Villa,Southampton,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,24/11/1993,Man United,Ipswich,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,24/11/1993,Newcastle,Sheffield United,4,0,H,,,,,,,,,,,,,,,,,,,,,
E0,24/11/1993,Sheffield Weds,Oldham,3,0,H,,,,,,,,,,,,,,,,,,,,,
E0,24/11/1993,Swindon,QPR,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,24/11/1993,Tottenham,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,24/11/1993,West Ham,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1993,Arsenal,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1993,Coventry,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1993,Ipswich,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1993,Leeds,Swindon,3,0,H,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1993,Man City,Sheffield Weds,1,3,A,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1993,Oldham,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1993,QPR,Tottenham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1993,Sheffield United,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,27/11/1993,Wimbledon,Everton,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,28/11/1993,Liverpool,Aston Villa,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,29/11/1993,Southampton,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,Coventry,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,Everton,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,Ipswich,Oldham,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,Leeds,Man City,3,2,H,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,Man United,Norwich,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,QPR,Aston Villa,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,Sheffield Weds,Liverpool,3,1,H,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,Swindon,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,Tottenham,Newcastle,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,04/12/1993,Wimbledon,West Ham,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,05/12/1993,Blackburn,Chelsea,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,06/12/1993,Arsenal,Tottenham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,07/12/1993,Oldham,Swindon,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,07/12/1993,Sheffield United,Man United,0,3,A,,,,,,,,,,,,,,,,,,,,,
E0,08/12/1993,Aston Villa,Sheffield Weds,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,08/12/1993,Liverpool,QPR,3,2,H,,,,,,,,,,,,,,,,,,,,,
E0,08/12/1993,Man City,Everton,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,08/12/1993,Southampton,Ipswich,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,08/12/1993,West Ham,Leeds,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,11/12/1993,Aston Villa,Wimbledon,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,11/12/1993,Chelsea,Ipswich,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,11/12/1993,Liverpool,Swindon,2,2,D,,,,,,,,,,,,,,,,,,,,,
E0,11/12/1993,Man City,Tottenham,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,11/12/1993,Newcastle,Man United,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,11/12/1993,Oldham,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,11/12/1993,Sheffield United,Everton,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,11/12/1993,Southampton,QPR,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,11/12/1993,West Ham,Coventry,3,2,H,,,,,,,,,,,,,,,,,,,,,
E0,12/12/1993,Arsenal,Sheffield Weds,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,13/12/1993,Norwich,Leeds,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,18/12/1993,Blackburn,Man City,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,18/12/1993,Coventry,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,18/12/1993,Everton,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,18/12/1993,Ipswich,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,18/12/1993,Leeds,Arsenal,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,18/12/1993,Sheffield Weds,West Ham,5,0,H,,,,,,,,,,,,,,,,,,,,,
E0,18/12/1993,Swindon,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,18/12/1993,Tottenham,Liverpool,3,3,D,,,,,,,,,,,,,,,,,,,,,
E0,18/12/1993,Wimbledon,Sheffield United,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,19/12/1993,Man United,Aston Villa,3,1,H,,,,,,,,,,,,,,,,,,,,,
E0,22/12/1993,Newcastle,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,26/12/1993,Man United,Blackburn,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,26/12/1993,Sheffield United,Liverpool,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,26/12/1993,Wimbledon,Coventry,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,27/12/1993,Everton,Sheffield Weds,0,2,A,,,,,,,,,,,,,,,,,,,,,
E0,27/12/1993,Ipswich,West Ham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,27/12/1993,QPR,Oldham,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,27/12/1993,Southampton,Chelsea,3,1,H,,,,,,,,,,,,,,,,,,,,,
E0,27/12/1993,Swindon,Arsenal,0,4,A,,,,,,,,,,,,,,,,,,,,,
E0,27/12/1993,Tottenham,Norwich,1,3,A,,,,,,,,,,,,,,,,,,,,,
E0,28/12/1993,Chelsea,Newcastle,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,28/12/1993,Liverpool,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,28/12/1993,Man City,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,28/12/1993,West Ham,Tottenham,1,3,A,,,,,,,,,,,,,,,,,,,,,
E0,29/12/1993,Arsenal,Sheffield United,3,0,H,,,,,,,,,,,,,,,,,,,,,
E0,29/12/1993,Blackburn,Everton,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,29/12/1993,Leeds,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,29/12/1993,Norwich,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,29/12/1993,Oldham,Man United,2,5,A,,,,,,,,,,,,,,,,,,,,,
E0,29/12/1993,Sheffield Weds,Swindon,3,3,D,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Aston Villa,Blackburn,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Everton,West Ham,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Ipswich,Liverpool,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Man United,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Newcastle,Man City,2,0,H,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,QPR,Sheffield Weds,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Sheffield United,Oldham,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Southampton,Norwich,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Swindon,Chelsea,1,3,A,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Tottenham,Coventry,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,01/01/1994,Wimbledon,Arsenal,0,3,A,,,,,,,,,,,,,,,,,,,,,
E0,03/01/1994,Arsenal,QPR,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,03/01/1994,Chelsea,Everton,4,2,H,,,,,,,,,,,,,,,,,,,,,
E0,03/01/1994,Coventry,Swindon,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,03/01/1994,Sheffield Weds,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,03/01/1994,West Ham,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,04/01/1994,Liverpool,Man United,3,3,D,,,,,,,,,,,,,,,,,,,,,
E0,04/01/1994,Norwich,Newcastle,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Aston Villa,West Ham,3,1,H,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Everton,Swindon,6,2,H,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Leeds,Ipswich,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Man City,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Norwich,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Oldham,Liverpool,0,3,A,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Sheffield United,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Southampton,Coventry,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Tottenham,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,15/01/1994,Wimbledon,Sheffield Weds,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,16/01/1994,QPR,Newcastle,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,22/01/1994,Arsenal,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,22/01/1994,Chelsea,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,
E0,22/01/1994,Coventry,QPR,0,1,A,,,,,,,,,,,,,,,,,,,,,
E0,22/01/1994,Ipswich,Wimbledon,0,0,D,,,,,,,,,,,,,,,,,,,,,
E0,22/01/1994,Liverpool,Man City,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,22/01/1994,Man United,Everton,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,22/01/1994,Newcastle,Southampton,1,2,A,,,,,,,,,,,,,,,,,,,,,
E0,22/01/1994,Sheffield Weds,Sheffield United,3,1,H,,,,,,,,,,,,,,,,,,,,,
E0,22/01/1994,Swindon,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,23/01/1994,Blackburn,Leeds,2,1,H,,,,,,,,,,,,,,,,,,,,,
E0,24/01/1994,West Ham,Norwich,3,3,D,,,,,,,,,,,,,,,,,,,,,
E0,02/02/1994,Coventry,Ipswich,1,0,H,,,,,,,,,,,,,,,,,,,,,
E0,05/02/1994,Blackburn,Wimbledon,3,0,H,,,,,,,,,,,,,,,,,,,,,
